fold,method,macro_f1,weighted_f1,accuracy,log_loss,brier_score,ece,roc_auc_macro_ovr,recall_normal,precision_normal,f1_normal,recall_analysis,precision_analysis,f1_analysis,recall_backdoor,precision_backdoor,f1_backdoor,recall_dos,precision_dos,f1_dos,recall_exploits,precision_exploits,f1_exploits,recall_fuzzers,precision_fuzzers,f1_fuzzers,recall_generic,precision_generic,f1_generic,recall_reconnaissance,precision_reconnaissance,f1_reconnaissance,recall_shellcode,precision_shellcode,f1_shellcode,recall_worms,precision_worms,f1_worms
3,cal_extra_trees,0.615397,0.881759,0.883518,0.318928,0.015421,0.024355,0.980031,0.98,0.967966,0.973946,0.066667,1.0,0.125,0.025641,0.075,0.038217,0.604651,0.466919,0.526933,0.764257,0.661999,0.709462,0.652927,0.88,0.749645,0.975358,0.995403,0.985278,0.811159,0.927987,0.865649,0.565789,0.544304,0.554839,0.625,0.625,0.625
3,base_xgboost,0.595251,0.875822,0.880299,0.300743,0.015121,0.011975,0.982322,0.98973,0.955138,0.972126,0.088889,1.0,0.163265,0.017094,1.0,0.033613,0.555692,0.45905,0.502769,0.714863,0.70787,0.711349,0.682605,0.707088,0.694631,0.975093,0.995133,0.985011,0.804006,0.928926,0.861963,0.5,0.558824,0.527778,0.375,0.75,0.5
3,cal_xgboost,0.621773,0.879999,0.8837,0.293694,0.0149,0.004564,0.983069,0.987703,0.958557,0.972912,0.088889,1.0,0.163265,0.017094,1.0,0.033613,0.574051,0.460255,0.510893,0.763808,0.666275,0.711715,0.633965,0.878857,0.73659,0.975623,0.995135,0.985282,0.806867,0.932231,0.865031,0.5,0.550725,0.524138,0.625,0.833333,0.714286
3,base_knn,0.509864,0.843779,0.84714,2.269041,0.02068,0.041863,0.85264,0.969324,0.930954,0.949752,0.125926,0.118881,0.122302,0.017094,0.051282,0.025641,0.463892,0.431172,0.446934,0.674001,0.646704,0.66007,0.541632,0.664307,0.59673,0.969263,0.993482,0.981223,0.773963,0.824695,0.798524,0.263158,0.4,0.31746,0.125,0.5,0.2
3,cal_knn,0.492072,0.846105,0.85382,0.495455,0.020083,0.048895,0.92703,0.978649,0.924314,0.950706,0.059259,0.571429,0.107383,0.017094,1.0,0.033613,0.457772,0.423556,0.44,0.722048,0.626901,0.671119,0.500412,0.753102,0.601288,0.968468,0.993476,0.980813,0.778255,0.852665,0.813762,0.25,0.452381,0.322034,0.0,0.0,0.0
4,p_weighted,0.603975,0.880257,0.883578,0.30997,0.015087,0.032705,0.981754,0.985946,0.964059,0.97488,0.074074,1.0,0.137931,0.008621,0.333333,0.016807,0.572127,0.457926,0.508696,0.761563,0.661725,0.708142,0.64604,0.86615,0.740076,0.978007,0.995953,0.986898,0.79113,0.924749,0.852737,0.618421,0.546512,0.580247,0.444444,0.666667,0.533333
4,p_stack,0.600076,0.876718,0.862201,0.415714,0.018866,0.019502,0.979029,0.947973,0.983457,0.965389,0.548148,0.192708,0.285164,0.637931,0.194737,0.298387,0.660147,0.438312,0.526829,0.580153,0.878912,0.698945,0.698845,0.75625,0.726415,0.978272,0.995417,0.98677,0.835479,0.875562,0.855051,0.960526,0.214076,0.35012,0.666667,0.2,0.307692
4,p_final,0.638383,0.887724,0.878598,0.317554,0.015501,0.024749,0.98444,0.972703,0.974942,0.973821,0.474074,0.232727,0.312195,0.612069,0.180662,0.278978,0.636919,0.455022,0.53082,0.64661,0.83237,0.727824,0.686469,0.827038,0.750225,0.978537,0.996223,0.987301,0.826896,0.897516,0.860759,0.842105,0.390244,0.533333,0.666667,0.315789,0.428571
4,base_random_forest,0.596565,0.8815,0.86961,0.446075,0.018337,0.030612,0.96354,0.974189,0.971563,0.972874,0.125926,0.069672,0.08971,0.301724,0.071283,0.115321,0.617359,0.450089,0.520619,0.640323,0.831487,0.723491,0.679043,0.810837,0.739111,0.972178,0.998096,0.984966,0.826896,0.870482,0.848129,0.710526,0.477876,0.571429,0.333333,0.5,0.4
4,cal_random_forest,0.597933,0.878163,0.880299,0.333528,0.015816,0.025995,0.963978,0.982568,0.965861,0.974143,0.066667,1.0,0.125,0.017241,0.083333,0.028571,0.616137,0.447602,0.518519,0.734172,0.66248,0.696486,0.640264,0.872891,0.738696,0.978007,0.993005,0.985449,0.798283,0.908795,0.849962,0.592105,0.535714,0.5625,0.444444,0.571429,0.5
4,base_extra_trees,0.592304,0.878141,0.863841,0.400461,0.019114,0.039775,0.975521,0.963378,0.977915,0.970592,0.103704,0.052045,0.069307,0.344828,0.071813,0.118871,0.572127,0.442763,0.4992,0.61877,0.846437,0.714916,0.707921,0.77367,0.739336,0.975358,0.996481,0.985806,0.849785,0.852224,0.851003,0.75,0.372549,0.497817,0.555556,0.416667,0.47619
4,cal_extra_trees,0.606325,0.879455,0.881696,0.321756,0.015545,0.027463,0.970173,0.98,0.967837,0.97388,0.074074,1.0,0.137931,0.008621,0.05,0.014706,0.603912,0.45572,0.519453,0.742254,0.66707,0.702657,0.65099,0.865132,0.742938,0.978272,0.993274,0.985716,0.822604,0.888717,0.854383,0.618421,0.484536,0.543353,0.555556,0.625,0.588235
4,base_xgboost,0.613293,0.873924,0.878477,0.315355,0.015718,0.015162,0.981163,0.987027,0.953152,0.969794,0.074074,0.909091,0.136986,0.017241,0.5,0.033333,0.522005,0.443406,0.479506,0.718006,0.697644,0.707679,0.687294,0.724978,0.705633,0.976683,0.994067,0.985298,0.788269,0.922948,0.850309,0.644737,0.653333,0.649007,0.444444,1.0,0.615385
4,cal_xgboost,0.611113,0.875142,0.879266,0.309592,0.015515,0.005396,0.981499,0.984324,0.956282,0.970101,0.074074,0.909091,0.136986,0.017241,0.5,0.033333,0.531785,0.446154,0.48522,0.736866,0.678379,0.706414,0.666667,0.780676,0.719181,0.978272,0.993274,0.985716,0.788269,0.919866,0.848998,0.657895,0.617284,0.636943,0.555556,0.625,0.588235
4,base_knn,0.499723,0.846104,0.849204,2.124177,0.020282,0.039418,0.85024,0.970676,0.934556,0.952274,0.118519,0.090909,0.102894,0.025862,0.111111,0.041958,0.468215,0.438215,0.452719,0.685676,0.663625,0.67447,0.522277,0.648566,0.578611,0.970323,0.992412,0.981243,0.783977,0.813056,0.798252,0.368421,0.474576,0.414815,0.0,0.0,0.0
4,cal_knn,0.503965,0.847899,0.855095,0.482942,0.019757,0.049457,0.936893,0.974459,0.930332,0.951884,0.059259,0.8,0.110345,0.025862,0.6,0.049587,0.4511,0.42907,0.439809,0.747643,0.630443,0.684059,0.49835,0.728589,0.591867,0.970058,0.993487,0.981633,0.759657,0.844197,0.799699,0.368421,0.518519,0.430769,0.0,0.0,0.0
