,accuracy,accuracy,brier_score,brier_score,ece,ece,f1_analysis,f1_analysis,f1_backdoor,f1_backdoor,f1_dos,f1_dos,f1_exploits,f1_exploits,f1_fuzzers,f1_fuzzers,f1_generic,f1_generic,f1_normal,f1_normal,f1_reconnaissance,f1_reconnaissance,f1_shellcode,f1_shellcode,f1_worms,f1_worms,log_loss,log_loss,macro_f1,macro_f1,precision_analysis,precision_analysis,precision_backdoor,precision_backdoor,precision_dos,precision_dos,precision_exploits,precision_exploits,precision_fuzzers,precision_fuzzers,precision_generic,precision_generic,precision_normal,precision_normal,precision_reconnaissance,precision_reconnaissance,precision_shellcode,precision_shellcode,precision_worms,precision_worms,recall_analysis,recall_analysis,recall_backdoor,recall_backdoor,recall_dos,recall_dos,recall_exploits,recall_exploits,recall_fuzzers,recall_fuzzers,recall_generic,recall_generic,recall_normal,recall_normal,recall_reconnaissance,recall_reconnaissance,recall_shellcode,recall_shellcode,recall_worms,recall_worms,roc_auc_macro_ovr,roc_auc_macro_ovr,weighted_f1,weighted_f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base_extra_trees,0.865678,0.002454,0.018119,0.000927,0.036151,0.006466,0.060521,0.016993,0.102961,0.011474,0.476253,0.02449,0.719742,0.008849,0.756857,0.011146,0.985861,0.001601,0.974709,0.003248,0.85665,0.008846,0.55125,0.057142,0.610253,0.097966,0.627202,0.204194,0.609506,0.010037,0.042897,0.013689,0.061729,0.007007,0.439829,0.004527,0.83836,0.008832,0.828284,0.046095,0.996272,0.001322,0.976654,0.005998,0.876007,0.020505,0.473644,0.106793,0.562273,0.112543,0.104869,0.024096,0.310581,0.034767,0.521167,0.052267,0.630707,0.01466,0.698448,0.019547,0.975677,0.00438,0.972865,0.009904,0.838955,0.024924,0.698176,0.106235,0.686111,0.140133,0.950918,0.02199,0.88115,0.002374
base_knn,0.849232,0.002096,0.020451,0.000311,0.03866,0.003633,0.116799,0.017531,0.043209,0.017203,0.454508,0.017359,0.673256,0.007906,0.584123,0.010742,0.982272,0.001105,0.950478,0.002641,0.804282,0.012185,0.368043,0.056432,0.204697,0.137195,2.156274,0.086261,0.518166,0.013174,0.107412,0.012239,0.103081,0.038857,0.441025,0.011118,0.658211,0.009545,0.662563,0.013406,0.992855,0.0004,0.933406,0.003238,0.820496,0.014273,0.412026,0.068225,0.352381,0.20852,0.132843,0.037533,0.027424,0.011102,0.469062,0.02527,0.689186,0.013668,0.522433,0.013095,0.971914,0.002312,0.968189,0.002744,0.788896,0.017144,0.336,0.060498,0.158333,0.125616,0.855394,0.007478,0.846117,0.00288
base_random_forest,0.86631,0.006215,0.01898,0.001011,0.038744,0.008453,0.093099,0.021667,0.107716,0.011773,0.527179,0.008924,0.71795,0.012962,0.729829,0.016751,0.984197,0.001836,0.969791,0.00541,0.851748,0.007491,0.539098,0.038291,0.540591,0.098094,0.461952,0.091586,0.60612,0.007571,0.076077,0.020095,0.066183,0.007252,0.453117,0.002541,0.825585,0.008742,0.774845,0.056102,0.998313,0.000698,0.975413,0.004769,0.859683,0.021379,0.449429,0.042628,0.553571,0.114342,0.121155,0.026544,0.289994,0.036244,0.630471,0.022323,0.635196,0.015512,0.692177,0.017348,0.970484,0.004142,0.964378,0.014466,0.844673,0.0206,0.677123,0.052651,0.547222,0.128651,0.964311,0.013371,0.878857,0.005261
base_xgboost,0.881674,0.003095,0.015288,0.00042,0.01373,0.001319,0.138381,0.037808,0.055461,0.030741,0.501328,0.012645,0.712569,0.006117,0.707401,0.011834,0.985281,0.002004,0.972475,0.0026,0.864037,0.010281,0.599844,0.047085,0.555385,0.084179,0.306187,0.008378,0.609216,0.009839,0.926524,0.074855,0.696667,0.245062,0.455239,0.007041,0.70864,0.00928,0.723779,0.010918,0.993431,0.002379,0.957283,0.00421,0.930663,0.009595,0.609259,0.045618,0.766667,0.136931,0.075338,0.022344,0.029119,0.016608,0.558082,0.023378,0.716583,0.004949,0.692183,0.023406,0.977267,0.002744,0.988162,0.001435,0.806346,0.012025,0.592702,0.061953,0.452778,0.128651,0.980957,0.000868,0.877463,0.00323
cal_extra_trees,0.884856,0.002168,0.015205,0.000268,0.029919,0.005109,0.123527,0.043997,0.035218,0.01349,0.527138,0.008981,0.704014,0.003398,0.759028,0.012452,0.986011,0.000725,0.976619,0.002795,0.860981,0.00996,0.595785,0.046933,0.627296,0.02786,0.331883,0.010619,0.619562,0.011792,0.925,0.167705,0.260258,0.414062,0.457623,0.009663,0.66723,0.005234,0.890128,0.018846,0.993494,0.001173,0.970644,0.003792,0.911981,0.02053,0.571038,0.056825,0.629524,0.050574,0.06646,0.02492,0.022296,0.00981,0.621908,0.017373,0.745238,0.011354,0.661662,0.011003,0.978644,0.002447,0.982676,0.003007,0.815784,0.016426,0.627088,0.063844,0.636111,0.092338,0.971432,0.009047,0.883042,0.002484
cal_knn,0.855038,0.002257,0.019875,0.000275,0.047364,0.002998,0.109264,0.023399,0.040001,0.014753,0.44702,0.015718,0.680785,0.006622,0.594244,0.01259,0.982129,0.001068,0.950634,0.002316,0.809957,0.013199,0.367111,0.065016,0.168506,0.168332,0.486145,0.008071,0.514965,0.016034,0.781429,0.152663,0.786667,0.306957,0.436469,0.012368,0.627646,0.003171,0.736677,0.018545,0.993228,0.000916,0.929092,0.00417,0.848179,0.027726,0.465476,0.068365,0.265714,0.245282,0.059074,0.013707,0.020572,0.007653,0.458303,0.021716,0.743893,0.015014,0.498023,0.010742,0.971278,0.002615,0.973216,0.003649,0.775743,0.020353,0.30414,0.062228,0.133333,0.144871,0.937417,0.007735,0.84768,0.002754
cal_random_forest,0.880545,0.002127,0.015877,0.000208,0.028015,0.003875,0.110296,0.056724,0.02839,0.00179,0.527935,0.012218,0.700455,0.00248,0.735343,0.012842,0.985649,0.001147,0.97308,0.002974,0.859434,0.009954,0.571144,0.026362,0.546287,0.03512,0.332787,0.008129,0.603801,0.008254,0.871429,0.177856,0.066986,0.020481,0.455876,0.007767,0.66483,0.006818,0.870885,0.018916,0.994129,0.00122,0.967237,0.002425,0.906422,0.004931,0.532901,0.013258,0.564927,0.08501,0.060545,0.033852,0.018862,0.00379,0.627286,0.022933,0.740298,0.010999,0.636586,0.017022,0.97732,0.003194,0.979,0.004346,0.817213,0.017102,0.616456,0.049027,0.544445,0.082402,0.971669,0.006458,0.878804,0.002402
cal_xgboost,0.882791,0.003631,0.015105,0.000426,0.005367,0.001079,0.140833,0.039277,0.055461,0.030741,0.505741,0.011969,0.709196,0.005154,0.729218,0.020063,0.985638,0.00182,0.972997,0.0028,0.8633,0.009861,0.596273,0.050787,0.627422,0.055342,0.300077,0.008607,0.618608,0.005056,0.923485,0.074824,0.696667,0.245062,0.454909,0.00691,0.672529,0.004356,0.842752,0.049192,0.993064,0.002119,0.959924,0.003728,0.930842,0.008671,0.586597,0.041882,0.691667,0.115169,0.076797,0.023583,0.029119,0.016608,0.569578,0.021374,0.75027,0.0142,0.643685,0.017167,0.978327,0.002545,0.986432,0.002042,0.804916,0.011362,0.608526,0.070967,0.591667,0.093994,0.977803,0.005274,0.879159,0.003816
