fold,method,macro_f1,weighted_f1,accuracy,log_loss,brier_score,ece,roc_auc_macro_ovr,recall_normal,precision_normal,f1_normal,recall_analysis,precision_analysis,f1_analysis,recall_backdoor,precision_backdoor,f1_backdoor,recall_dos,precision_dos,f1_dos,recall_exploits,precision_exploits,f1_exploits,recall_fuzzers,precision_fuzzers,f1_fuzzers,recall_generic,precision_generic,f1_generic,recall_reconnaissance,precision_reconnaissance,f1_reconnaissance,recall_shellcode,precision_shellcode,f1_shellcode,recall_worms,precision_worms,f1_worms
0,cal_knn,0.528398,0.856228,0.862513,0.463692,0.018906,0.045605,0.938352,0.977568,0.939847,0.958336,0.073529,0.909091,0.136054,0.008621,0.333333,0.016807,0.491443,0.452703,0.471278,0.761006,0.623482,0.685414,0.522277,0.776687,0.624568,0.968998,0.996458,0.982536,0.782857,0.8768,0.82717,0.302632,0.589744,0.4,0.111111,0.5,0.181818
1,p_weighted,0.630177,0.886929,0.890022,0.306285,0.01441,0.036189,0.979841,0.989865,0.971872,0.980786,0.044118,1.0,0.084507,0.034188,0.8,0.065574,0.58802,0.464286,0.518878,0.756514,0.669583,0.710399,0.686469,0.880423,0.771442,0.978543,0.996224,0.987305,0.819742,0.918269,0.866213,0.693333,0.611765,0.65,0.555556,0.833333,0.666667
1,p_stack,0.599335,0.883102,0.868161,0.396717,0.017538,0.02443,0.960745,0.955946,0.986473,0.97097,0.492647,0.234266,0.317536,0.717949,0.162162,0.264567,0.658924,0.449541,0.534457,0.583558,0.879485,0.701593,0.720297,0.819718,0.766798,0.978278,0.996492,0.987301,0.848355,0.866959,0.857556,0.906667,0.21118,0.342569,0.666667,0.153846,0.25
1,p_final,0.660196,0.891138,0.886379,0.303532,0.014528,0.027207,0.979192,0.983649,0.978755,0.981196,0.257353,0.380435,0.307018,0.538462,0.204545,0.296471,0.660147,0.460751,0.542714,0.661725,0.756937,0.706136,0.710396,0.858425,0.777427,0.978013,0.995954,0.986902,0.842632,0.892424,0.866814,0.773333,0.446154,0.565854,0.666667,0.5,0.571429
1,base_random_forest,0.618428,0.888501,0.876541,0.736134,0.017028,0.028515,0.931594,0.986216,0.973196,0.979663,0.095588,0.053942,0.068966,0.230769,0.05336,0.086677,0.622249,0.457734,0.527461,0.644205,0.82699,0.724242,0.694719,0.888186,0.77963,0.973775,0.996476,0.984995,0.829757,0.896445,0.861813,0.68,0.6,0.6375,0.444444,0.666667,0.533333
1,cal_random_forest,0.620284,0.886229,0.88814,0.340149,0.015022,0.033727,0.969289,0.986081,0.974623,0.980318,0.044118,1.0,0.084507,0.008547,0.033333,0.013605,0.646699,0.4604,0.537875,0.733154,0.676056,0.703448,0.686469,0.881356,0.7718,0.979868,0.994622,0.98719,0.819742,0.9168,0.865559,0.68,0.593023,0.63354,0.555556,0.714286,0.625
1,base_extra_trees,0.598488,0.881953,0.865003,0.771268,0.017805,0.033553,0.928981,0.973649,0.981474,0.977546,0.073529,0.026596,0.039062,0.273504,0.053872,0.090014,0.522005,0.43527,0.474708,0.620395,0.851418,0.717775,0.709571,0.826129,0.763427,0.97404,0.997017,0.985395,0.83834,0.860499,0.849275,0.826667,0.455882,0.587678,0.444444,0.571429,0.5
1,cal_extra_trees,0.614412,0.884715,0.886136,0.338998,0.014982,0.03431,0.972151,0.985405,0.974475,0.97991,0.044118,0.666667,0.082759,0.025641,0.065217,0.03681,0.625917,0.452697,0.525398,0.730458,0.673292,0.700711,0.682343,0.901854,0.776891,0.977483,0.994073,0.985709,0.829757,0.880121,0.854197,0.693333,0.577778,0.630303,0.444444,0.8,0.571429
1,base_xgboost,0.586435,0.880978,0.885104,0.295918,0.014673,0.01484,0.981192,0.988378,0.963763,0.975916,0.051471,1.0,0.097902,0.042735,0.625,0.08,0.55868,0.464431,0.507214,0.713836,0.725571,0.719656,0.735149,0.699372,0.716814,0.978013,0.994612,0.986243,0.816881,0.922456,0.866464,0.626667,0.5875,0.606452,0.222222,0.5,0.307692
1,cal_xgboost,0.616638,0.885625,0.888808,0.287457,0.014442,0.00726,0.982413,0.987432,0.967174,0.977198,0.051471,0.875,0.097222,0.059829,0.7,0.110236,0.599022,0.473888,0.529158,0.760557,0.6772,0.716462,0.669967,0.875944,0.759233,0.978543,0.993278,0.985855,0.818312,0.919614,0.866011,0.666667,0.588235,0.625,0.444444,0.571429,0.5
